Model Name,Color,Storage,SKU Code,Product Price,Original Price,Financing Option,Badge,Offers,Product Rating,Number of Ratings,Stock Status,Product URL
"75"" Mini LED M80H 4K Samsung Vision AI Smart TV 2026",Default,"85""",UN85M80HAFXZC,"$1,799.99","$2,299.99",From $75.00/mo for 24 mos,None,Save $500.00,4.6,209,In Stock,https://www.samsung.com/ca/tvs/mini-led-tv/m80h-85-inch-4k-smart-tv-un85m80hafxzc/
"75"" Mini LED M80H 4K Samsung Vision AI Smart TV 2026",Default,"75""",UN75M80HAFXZC,"$1,199.99","$1,699.99",From $50.00/mo for 24 mos,None,Save $500.00,4.6,209,In Stock,https://www.samsung.com/ca/tvs/mini-led-tv/m80h-75-inch-4k-smart-tv-un75m80hafxzc/
"75"" Mini LED M80H 4K Samsung Vision AI Smart TV 2026",Default,"65""",UN65M80HAFXZC,$899.99,"$1,199.99",From $37.50/mo for 24 mos,None,Save $500.00,4.6,209,In Stock,https://www.samsung.com/ca/tvs/mini-led-tv/m80h-65-inch-4k-smart-tv-un65m80hafxzc/
"75"" Mini LED M80H 4K Samsung Vision AI Smart TV 2026",Default,"55""",UN55M80HAFXZC,$749.99,$949.99,From $24.19/mo for 36 mos,None,Save $500.00,4.6,209,In Stock,https://www.samsung.com/ca/tvs/mini-led-tv/m80h-55-inch-4k-smart-tv-un55m80hafxzc/
"55"" Crystal UHD U8000H 4K Samsung Vision AI Smart TV (2026)",Default,"85""",UN85U8000HFXZC,"$1,299.99","$1,499.99",From $32.26/mo for 36 mos,None,Save $150.00,4.5,786,In Stock,https://www.samsung.com/ca/tvs/uhd-4k-tv/u8000h-85-inch-crystal-uhd-4k-smart-tv-un85u8000hfxzc/
"55"" Crystal UHD U8000H 4K Samsung Vision AI Smart TV (2026)",Default,"75""",UN75U8000HFXZC,$799.99,$999.99,From $25.81/mo for 36 mos,None,Save $150.00,4.5,786,In Stock,https://www.samsung.com/ca/tvs/uhd-4k-tv/u8000h-75-inch-crystal-uhd-4k-smart-tv-un75u8000hfxzc/
"55"" Crystal UHD U8000H 4K Samsung Vision AI Smart TV (2026)",Default,"70""",UN70U8000HFXZC,$899.99,Not Available,From $29.03/mo for 36 mos,None,Save $150.00,4.5,786,In Stock,https://www.samsung.com/ca/tvs/uhd-4k-tv/u8000h-70-inch-crystal-uhd-4k-smart-tv-un70u8000hfxzc/
"55"" Crystal UHD U8000H 4K Samsung Vision AI Smart TV (2026)",Default,"65""",UN65U8000HFXZC,$649.99,$799.99,From $20.97/mo for 36 mos,None,Save $150.00,4.5,786,In Stock,https://www.samsung.com/ca/tvs/uhd-4k-tv/u8000h-65-inch-crystal-uhd-4k-smart-tv-un65u8000hfxzc/
"55"" Crystal UHD U8000H 4K Samsung Vision AI Smart TV (2026)",Default,"58""",UN58U8000HFXZC,$749.99,Not Available,From $16.13/mo for 36 mos,None,Save $150.00,4.5,786,In Stock,https://www.samsung.com/ca/tvs/uhd-4k-tv/u8000h-58-inch-crystal-uhd-4k-smart-tv-un58u8000hfxzc/
"55"" Crystal UHD U8000H 4K Samsung Vision AI Smart TV (2026)",Default,"55""",UN55U8000HFXZC,$499.99,$649.99,From $16.13/mo for 36 mos,None,Save $150.00,4.5,786,In Stock,https://www.samsung.com/ca/tvs/uhd-4k-tv/u8000h-55-inch-crystal-uhd-4k-smart-tv-un55u8000hfxzc/
