Model Name,Color,Storage,SKU Code,Product Price,Original Price,Financing Option,Badge,Offers,Product Rating,Number of Ratings,Stock Status,Product URL
"36"" French Door Refrigerator with Family Hub™",silver,26.5 cu.ft.,RF27T5501SR/AC,Not Available,Not Available,Not Applicable,None,None,4.4,663,In Stock,https://www.samsung.com/ca/refrigerators/french-door/26-5-cu-ft-real-sts-rf27t5501sr-ac/
"36"" 4-Door French Door Refrigerator with Flex Zone™ and Fam...",silver,28 cu.ft.,RF28R7551SR/AC,Not Available,Not Available,Not Applicable,None,None,4.5,320,Out of Stock / Unavailable,https://www.samsung.com/ca/refrigerators/french-door/27-7-cu-ft-real-sts-rf28r7551sr-ac/
"36"" 4-Door French Door Refrigerator with Flex Zone™ and Fam...",silver,27.7 cu.ft.,RF28R7551SR/AC,Not Available,Not Available,Not Applicable,None,None,4.5,320,In Stock,https://www.samsung.com/ca/refrigerators/french-door/27-7-cu-ft-real-sts-rf28r7551sr-ac/
"36"" 4-Door French Door Refrigerator with Flex Zone™ and Fam...",black,28 cu.ft.,RF28R7551SG/AC,Not Available,Not Available,Not Applicable,None,None,4.5,320,In Stock,https://www.samsung.com/ca/refrigerators/french-door/28-cu-ft-black-stainless-rf28r7551sg-ac/
"36"" 4-Door French Door Refrigerator with Flex Zone™ and Fam...",black,27.7 cu.ft.,RF28R7551SG/AC,Not Available,Not Available,Not Applicable,None,None,4.5,320,Out of Stock / Unavailable,https://www.samsung.com/ca/refrigerators/french-door/28-cu-ft-black-stainless-rf28r7551sg-ac/
"36"" French Door Refrigerator with SpaceMax Technology™",Default,Default,SAMS-1060724,Not Available,Not Available,Not Applicable,None,None,3.8,344,In Stock,https://www.samsung.com/ca/refrigerators/french-door/rf6000t-spacemax-27-cu-ft-silver-rf27t5201sr-aa/
"36"" French Door Refrigerator with SpaceMax™ and Twin Coolin...",silver,28 cu.ft.,RF28R6201SR/AA,Not Available,Not Available,Not Applicable,None,None,3.8,190,In Stock,https://www.samsung.com/ca/refrigerators/french-door/28-cu-ft-real-sts-rf28r6201sr-aa/
"36"" French Door Refrigerator with SpaceMax™ and Twin Coolin...",black,28 cu.ft.,RF28R6201SG/AA,Not Available,Not Available,Not Applicable,None,None,3.8,190,In Stock,https://www.samsung.com/ca/refrigerators/french-door/28-cu-ft-black-stainless-rf28r6201sg-aa/
"36"" Counter-Depth French Door Refrigerator with Twin Coolin...",silver,22.6 cu.ft.,RF23R6201SR/AA,Not Available,Not Available,Not Applicable,None,None,3.8,299,In Stock,https://www.samsung.com/ca/refrigerators/french-door/22-6-cu-ft-real-sts-rf23r6201sr-aa/
"36"" Counter-Depth French Door Refrigerator with Twin Coolin...",black,22.6 cu.ft.,RF23R6201SG/AA,Not Available,Not Available,Not Applicable,None,None,3.8,299,In Stock,https://www.samsung.com/ca/refrigerators/french-door/22-6-cu-ft-black-stainless-rf23r6201sg-aa/
"36"" 4-Door Counter-Depth French Door Refrigerator with Flex...",silver,22.6 cu.ft.,RF24R7201SR/AA,Not Available,Not Available,Not Applicable,None,None,4,830,In Stock,https://www.samsung.com/ca/refrigerators/french-door/22-6-cu-ft-real-sts-rf24r7201sr-aa/
